timestamp(ms),odrv0_pos,cmd_pos,u,velocity,
"1771539205.407","1",,,,
"1771539205.408",,"1","-0.08","-0.05",
"1771539205.417","1",,,,
"1771539205.418",,"1","-0.08","0.05",
"1771539205.427","1","1","-0.07","-0.02",
"1771539205.438","1","1","-0.08","0.03",
"1771539205.447","1","1","-0.08","0.06",
"1771539205.457","1",,,,
"1771539205.458",,"1","-0.07","-0.02",
"1771539205.468","1","1","-0.07","-0.02",
"1771539205.477","1","1","-0.07","0",
"1771539205.488","1","1","-0.07","-0.05",
"1771539205.498","1","1","-0.07","0",
"1771539205.507","1","1","-0.07","-0.02",
"1771539205.517","1","1","-0.07","0.04",
"1771539205.528","1","1","-0.07","-0.07",
"1771539205.539","1","1","-0.07","-0.02",
"1771539205.547","1",,,,
"1771539205.548",,"1","-0.07","-0.01",
"1771539205.558","1","1","-0.07","-0.03",
"1771539205.567","1","1",,,
"1771539205.568",,,"-0.07","0.02",
"1771539205.577","1","1","-0.07","-0.01",
"1771539205.587","1","1","-0.07","-0.01",
"1771539205.598","1","1","-0.07","-0.01",
"1771539205.608","1","1","-0.07","-0.04",
"1771539205.618","1",,,,
"1771539205.619",,"1","-0.07","0",
"1771539205.627","1",,,,
"1771539205.628",,"1","-0.07","0.03",
"1771539205.638","1","1","-0.06","-0.07",
"1771539205.647","1","1","-0.07",,
"1771539205.648",,,,"0.12",
"1771539205.657","1","1",,,
"1771539205.658",,,"-0.07","0.03",
"1771539205.667","1",,,,
"1771539205.668",,"1","-0.06","0",
"1771539205.677","1","1","-0.06","0.04",
"1771539205.687","1","1","-0.06",,
"1771539205.688",,,,"-0.01",
"1771539205.698","1","1","-0.06","-0.04",
"1771539205.707","1","1","-0.06","-0.03",
"1771539205.717","1","1","-0.06","0.07",
"1771539205.727","0.99","-1","-0.63","-2.41",
"1771539205.738","0.84","-1","-0.26","-19.3",
"1771539205.747","0.59","-1","-0.06","-25.73",
"1771539205.757","0.37","-1","-0.13","-19.15",
"1771539205.767","0.23","-1","-0.23","-12.34",
"1771539205.777","0.11","-1","-0.18","-13.16",
"1771539205.787","-0.06","-1","-0.04","-17.98",
"1771539205.797","-0.25","-1","0.05","-19.75",
"1771539205.807","-0.44","-1","0.05","-17.15",
"1771539205.817","-0.58","-1","-0.01","-12.61",
"1771539205.827","-0.67","-1","-0.07","-8.05",
"1771539205.838","-0.73","-1","-0.1","-6.07",
"1771539205.847","-0.79","-1","-0.1","-5.26",
"1771539205.857","-0.83","-1","-0.11","-3.89",
"1771539205.867","-0.86","-1","-0.15","-1.78",
"1771539205.877","-0.86","-1","-0.18","-0.24",
"1771539205.887","-0.87","-1","-0.17","-0.42",
"1771539205.897","-0.88","-1","-0.14","-1.88",
"1771539205.907","-0.9","-1","-0.12","-2.55",
"1771539205.917","-0.92","-1","-0.14","-1.42",
"1771539205.927","-0.93","-1","-0.16","-0.33",
"1771539205.938","-0.93","-1","-0.15","-0.71",
"1771539205.947","-0.94","-1","-0.14","-1.08",
"1771539205.957","-0.96","-1","-0.12","-1.7",
"1771539205.967","-0.97","-1","-0.13","-1.2",
"1771539205.977","-0.98","-1","-0.12","-1.32",
"1771539205.987","-0.99","-1","-0.13","-0.61",
"1771539205.997","-1","-1","-0.14","-0.43",
"1771539206.007","-1","-1","-0.14","-0.37",
"1771539206.017","-1","-1","-0.13","-0.49",
"1771539206.027","-1.01","-1","-0.14","-0.05",
"1771539206.038","-1.01","-1","-0.14","-0.02",
"1771539206.047","-1.01","-1","-0.14","0.03",
"1771539206.057","-1.01","-1","-0.14","-0.02",
"1771539206.067","-1.01","-1","-0.14",,
"1771539206.068",,,,"-0.02",
"1771539206.077","-1.01","-1","-0.14","0",
"1771539206.088","-1.01","-1","-0.14","-0.03",
"1771539206.097","-1.01","-1","-0.14",,
"1771539206.098",,,,"-0.01",
"1771539206.107","-1.01","-1","-0.14",,
"1771539206.108",,,,"0",
"1771539206.117","-1.01","-1",,,
"1771539206.118",,,"-0.13","-0.02",
"1771539206.127","-1.01","-1","-0.13","0.03",
"1771539206.138","-1.01",,,,
"1771539206.139",,"-1","-0.13","-0.04",
"1771539206.147","-1.01",,,,
"1771539206.148",,"-1","-0.13","0.03",
"1771539206.158","-1.01","-1","-0.13","0.04",
"1771539206.167","-1.01","-1","-0.13",,
"1771539206.168",,,,"0.03",
"1771539206.177","-1.01","-1","-0.13","-0.01",
"1771539206.187","-1.01","-1","-0.13","0.03",
"1771539206.198","-1.01","-1","-0.13","0.05",
"1771539206.208","-1.01","-1","-0.13","0.04",
"1771539206.218","-1.01","-1","-0.13","0.07",
"1771539206.227","-1.01","-1",,,
"1771539206.228",,,"-0.13","0",
"1771539206.238","-1.01","-1","-0.13","0.03",
"1771539206.247","-1.01","-1",,,
"1771539206.248",,,"-0.13","-0.01",
"1771539206.257","-1.01","-1",,,
"1771539206.258",,,"-0.12","-0.01",
"1771539206.268","-1.01","-1","-0.12","-0.01",
"1771539206.278","-1.01","-1","-0.12","0.03",
"1771539206.288","-1.01",,,,
"1771539206.289",,"-1","-0.12","0",
"1771539206.297","-1.01","-1","-0.12","0.03",
"1771539206.307","-1.01","-1","-0.12","0.03",
"1771539206.317","-1.01","-1",,,
"1771539206.318",,,"-0.12","-0.02",
"1771539206.328","-1.01","-1","-0.12","0.02",
"1771539206.339","-1.01","-1","-0.12","0",
"1771539206.348","-1.01","-1","-0.12","0.02",
"1771539206.358","-1.01","-1","-0.12","0.02",
"1771539206.367","-1.01","-1","-0.12","0.03",
"1771539206.377","-1.01","-1","-0.12","-0.05",
"1771539206.387","-1.01","-1","-0.12","0",
"1771539206.398","-1.01","-1","-0.11","0",
"1771539206.408","-1.01","-1","-0.11","0.01",
"1771539206.418","-1.01","-1","-0.11","0.05",
"1771539206.427","-1.01",,,,
"1771539206.428",,"-1","-0.11","0",
"1771539206.438","-1.01","-1","-0.11","-0.02",
"1771539206.447","-1.01","-1","-0.11",,
"1771539206.448",,,,"0.02",
"1771539206.457","-1.01","-1","-0.11","-0.07",
"1771539206.468","-1.01","-1","-0.11","-0.01",
"1771539206.478","-1.01",,,,
"1771539206.479",,"-1","-0.11","0.01",
"1771539206.488","-1.01","-1","-0.11","0",
"1771539206.497","-1.01","-1","-0.11","-0.02",
"1771539206.507","-1.01","-1",,,
"1771539206.508",,,"-0.11","0.01",
"1771539206.517","-1.01","-1","-0.11",,
"1771539206.518",,,,"-0.01",
"1771539206.527","-1.01","-1","-0.11","0.02",
"1771539206.539","-1.01","-1","-0.1","0.03",
"1771539206.547","-1.01","-1","-0.1","0",
"1771539206.557","-1.01",,,,
"1771539206.558",,"-1","-0.1","-0.01",
"1771539206.567","-1.01","-1","-0.1","-0.01",
"1771539206.577","-1.01","-1","-0.1","0.01",
"1771539206.587","-1.01",,,,
"1771539206.588",,"-1","-0.1","0.05",
"1771539206.598","-1.01","-1","-0.1","-0.05",
"1771539206.607","-1.01",,,,
"1771539206.608",,"-1","-0.1","0.04",
"1771539206.618","-1.01","-1","-0.1","0.02",
"1771539206.627","-1.01",,,,
"1771539206.628",,"-1","-0.1","0.01",
"1771539206.638","-1.01","-1","-0.1","0",
"1771539206.647","-1.01","-1","-0.1","0.04",
"1771539206.657","-1.01",,,,
"1771539206.658",,"-1","-0.1","0",
"1771539206.668","-1.01","-1","-0.1","0.03",
"1771539206.677","-1.01",,,,
"1771539206.678",,"-1","-0.1","0.07",
"1771539206.688","-1.01","-1","-0.09","0.03",
"1771539206.697","-1.01","-1","-0.09",,
"1771539206.698",,,,"-0.02",
"1771539206.707","-1.01","-1","-0.09","0.05",
"1771539206.718","-1.01","-1","-0.09",,
"1771539206.719",,,,"0.02",
"1771539206.728","-1",,,,
"1771539206.729",,"1","0.57","1.03",
"1771539206.738","-0.87","1","0.21","19.54",
"1771539206.747","-0.57","1","-0.14","32.76",
"1771539206.758","-0.26","1","-0.13","28",
"1771539206.767","-0.05","1","0.03","17.44",
"1771539206.777","0.07","1","0.12","11.45",
"1771539206.787","0.19","1","0.08","11.95",
"1771539206.797","0.33","1","-0.03","15.56",
"1771539206.807","0.51","1","-0.14","18.53",
"1771539206.817","0.69","1","-0.15","16.66",
"1771539206.827","0.82","1","-0.08","11.24",
"1771539206.838","0.89","1","-0.01","6.65",
"1771539206.847","0.95","1","0.01","4.86",
"1771539206.857","0.99","1","0.02","4",
"1771539206.867","1.03","1","0.01","4.07",
"1771539206.877","1.06","1","0.01","3.08",
"1771539206.887","1.09",,,,
"1771539206.888",,"1","0.01","2.47",
"1771539206.897","1.1","1","0.03","0.8",
"1771539206.907","1.1","1","0.03","-0.06",
"1771539206.917","1.1","1",,,
"1771539206.918",,,"0.02","0.05",
"1771539206.927","1.1","1","0.01","-0.05",
"1771539206.938","1.1",,,,
"1771539206.939",,"1","-0.01","0.02",
"1771539206.947","1.1",,,,
"1771539206.948",,"1","-0.01","-0.1",
"1771539206.957","1.1","1","-0.03","-0.12",
"1771539206.967","1.1","1","-0.04","-0.1",
"1771539206.977","1.1","1","-0.05","-0.12",
"1771539206.987","1.1","1","-0.05","-0.74",
"1771539206.998","1.08","1","-0.04","-1.41",
"1771539207.008","1.07","1","-0.06","-0.85",
"1771539207.017","1.07",,,,
"1771539207.018",,"1","-0.09","0.09",
"1771539207.027","1.07","1","-0.09","-0.19",
"1771539207.038","1.07","1","-0.1","-0.14",
"1771539207.047","1.07","1","-0.11","-0.06",
"1771539207.058","1.06","1",,,
"1771539207.059",,,"-0.12","-0.03",
"1771539207.067","1.06",,,,
"1771539207.068",,"1","-0.11","-0.44",
"1771539207.077","1.05","1","-0.09","-1.85",
"1771539207.087","1.03","1","-0.08",,
"1771539207.088",,,,"-2.34",
"1771539207.097","1","1","-0.08","-2.13",
"1771539207.108","0.99","1","-0.09","-1.33",
"1771539207.117","0.97",,,,
"1771539207.118",,"1","-0.09","-1.36",
"1771539207.127","0.95","1",,,
"1771539207.128",,,"-0.06","-2.36",
"1771539207.139","0.93","1","-0.05","-2.15",
"1771539207.148","0.92","1","-0.08","-0.24",
"1771539207.157","0.92",,,,
"1771539207.158",,"1","-0.07","-0.09",
"1771539207.167","0.92","1","-0.06","0.05",
"1771539207.177","0.92",,,,
"1771539207.178",,"1","-0.05","-0.01",
"1771539207.188","0.92","1","-0.05","0.09",
"1771539207.198","0.92","1","-0.04","0.14",
"1771539207.208","0.92",,,,
"1771539207.209",,"1","-0.03","0.05",
"1771539207.217","0.92",,,,
"1771539207.218",,"1","-0.02","0.1",
"1771539207.227","0.93","1","-0.01","0.15",
"1771539207.238","0.93","1",,,
"1771539207.239",,,"0","0.02",
"1771539207.247","0.93","1","0.01","0.18",
"1771539207.257","0.93","1","0","0.95",
"1771539207.267","0.94","1","0","0.85",
"1771539207.277","0.95","1","0.02","0.21",
"1771539207.287","0.95","1","0.03","0.05",
"1771539207.297","0.95","1","0.03",,
"1771539207.298",,,,"0.33",
"1771539207.307","0.96","1","0.02","1.25",
"1771539207.317","0.98","1","0.01","1.39",
"1771539207.327","0.99","1","0.01","1.58",
"1771539207.338","1.01","1","0.01","1.54",
"1771539207.347","1.02","1","0.01","1.26",
"1771539207.357","1.03","1","0.03","0.13",
"1771539207.367","1.03","1","0.02",,
"1771539207.368",,,,"0.08",
"1771539207.377","1.03","1","0.02","0.01",
"1771539207.387","1.03","1","0.02","-0.04",
"1771539207.397","1.03","1","0.02","0.03",
"1771539207.407","1.03","1","0.01","0",
"1771539207.417","1.02","1","0.01","-0.01",
"1771539207.427","1.02","1","0.01","0.03",
"1771539207.438","1.02","1","0","0.01",
"1771539207.447","1.02","1",,,
"1771539207.448",,,"0","-0.05",
"1771539207.457","1.02","1","0","-0.05",
"1771539207.468","1.02","1","0","0.03",
"1771539207.477","1.02","1","-0.01","0.01",
"1771539207.486","1.02","1","-0.01","0.02",
"1771539207.497","1.02","1","-0.01",,
"1771539207.498",,,,"-0.06",
"1771539207.507","1.02","1","-0.01",,
"1771539207.508",,,,"-0.05",
"1771539207.517","1.02",,,,
"1771539207.518",,"1","-0.02","-0.02",
"1771539207.527","1.02",,,,
"1771539207.528",,"1","-0.02","-0.02",
"1771539207.539","1.02","1","-0.02","-0.04",
"1771539207.547","1.02","1","-0.03","-0.02",
"1771539207.557","1.02","1","-0.03",,
"1771539207.558",,,,"0.03",
"1771539207.567","1.02","1","-0.03","-0.02",
"1771539207.577","1.02","1","-0.03","0.03",
"1771539207.587","1.02",,,,
"1771539207.588",,"1","-0.04","-0.04",
"1771539207.597","1.02","1","-0.04","-0.02",
"1771539207.607","1.02","1","-0.04","-0.05",
"1771539207.617","1.02","1","-0.04","0",
"1771539207.627","1.02","1","-0.05","-0.03",
"1771539207.638","1.02","1","-0.05",,
"1771539207.639",,,,"-0.04",
"1771539207.647","1.02",,,,
"1771539207.648",,"1","-0.05","-0.01",
"1771539207.657","1.02","1","-0.05","0",
"1771539207.666","1.02","1","-0.06","0.02",
"1771539207.676","1.02","1","-0.06","-0.01",
"1771539207.687","1.02","1","-0.06","0",
"1771539207.697","1.02","1",,,
"1771539207.698",,,"-0.06","-0.08",
"1771539207.707","1.02","1","-0.06","0.01",
"1771539207.717","1.02","1",,,
"1771539207.718",,,"-0.07","0.04",
"1771539207.727","1.02","-1","-0.68","-0.45",
"1771539207.738","0.9","-1","-0.3","-17.81",
"1771539207.746","0.64","-1","-0.07","-26.02",
"1771539207.756","0.42","-1","-0.13","-19.66",
"1771539207.767","0.27","-1","-0.23","-12.76",
"1771539207.776","0.15","-1","-0.2","-12.85",
"1771539207.787","-0.01","-1","-0.07","-17.27",
"1771539207.797","-0.2","-1","0.04","-19.88",
"1771539207.806","-0.39","-1","0.05","-18.16",
"1771539207.817","-0.55","-1","0.01","-13.94",
"1771539207.827","-0.65","-1","-0.06","-8.8",
"1771539207.838","-0.71","-1","-0.1","-5.86",
"1771539207.846","-0.77","-1","-0.11","-5.06",
"1771539207.856","-0.81","-1","-0.11","-4.16",
"1771539207.867","-0.84","-1","-0.13","-2.62",
"1771539207.877","-0.85","-1","-0.17","-0.49",
"1771539207.887","-0.85","-1","-0.18","0.01",
"1771539207.897","-0.85","-1","-0.18","-0.22",
"1771539207.907","-0.86","-1","-0.15","-1.3",
"1771539207.917","-0.88","-1","-0.13","-2.15",
"1771539207.927","-0.91","-1","-0.13","-1.94",
"1771539207.938","-0.92","-1","-0.15","-0.72",
"1771539207.947","-0.93","-1","-0.14","-1.1",
"1771539207.956","-0.94","-1","-0.14","-1.04",
"1771539207.967","-0.95","-1","-0.12","-1.82",
"1771539207.977","-0.97","-1","-0.12","-1.62",
"1771539207.986","-0.99","-1","-0.12","-1.13",
"1771539207.996","-0.99","-1","-0.13","-0.71",
"1771539208.007","-1","-1","-0.14","-0.14",
"1771539208.017","-1","-1","-0.14","-0.23",
"1771539208.026","-1","-1","-0.13","-0.63",
"1771539208.038","-1.01","-1","-0.14","-0.01",
"1771539208.047","-1.01","-1","-0.14","-0.02",
"1771539208.057","-1.01","-1","-0.14","-0.02",
"1771539208.066","-1.01","-1","-0.14","0",
"1771539208.076","-1.01","-1","-0.14","0.01",
"1771539208.086","-1.01","-1","-0.14","-0.01",
"1771539208.097","-1.01","-1","-0.14","0.01",
"1771539208.106","-1.01","-1","-0.14","-0.01",
"1771539208.116","-1.01","-1","-0.14",,
"1771539208.117",,,,"0",
"1771539208.126","-1.01","-1","-0.14","0.01",
"1771539208.138","-1.01","-1","-0.13","-0.02",
"1771539208.147","-1.01","-1","-0.13","0.03",
"1771539208.156","-1.01","-1","-0.13","0.04",
"1771539208.166","-1.01","-1","-0.13","0.01",
"1771539208.176","-1.01","-1","-0.13","0.01",
"1771539208.186","-1.01","-1","-0.13","0.03",
"1771539208.196","-1.01","-1","-0.13","-0.03",
"1771539208.206","-1.01","-1","-0.13","-0.04",
"1771539208.217","-1.01","-1","-0.13","-0.01",
"1771539208.226","-1.01","-1","-0.13","0.04",
"1771539208.238","-1.01","-1","-0.13","0.05",
"1771539208.246","-1.01","-1","-0.13","-0.01",
"1771539208.256","-1.01","-1","-0.13","-0.02",
"1771539208.266","-1.01","-1","-0.13","0.02",
